id,source,contact_name,original_id,site_name,stream_name,latitude,longitude,datum,district,description_1,description_2,lower_boundary,upper_boundary
501,Hitt,Kulp,ADB-1,NA,Aden Branch,35.599041,-83.398789,NAD83,NA,NA,NA,NA,NA
511,Hitt,Kulp,BEF-2,NA,Beech Flats Prong,35.600643,-83.407578,NAD83,NA,NA,NA,NA,NA
665,Hitt,Kulp,TAY-1,NA,Taywa Creek,35.605988,-83.321053,NAD83,NA,NA,NA,NA,NA
667,Hitt,Kulp,TAY-4,NA,Taywa Creek,35.608017,-83.319771,NAD83,NA,NA,NA,NA,NA
668,Hitt,Kulp,TAY-9,NA,Taywa Creek,35.61105,-83.315506,NAD83,NA,NA,NA,NA,NA
666,Hitt,Kulp,TAY-11,NA,Taywa Creek,35.612595,-83.314064,NAD83,NA,NA,NA,NA,NA
555,Hitt,Kulp,FCP-3,NA,Fish Camp Prong,35.613334,-82.466797,NAD83,NA,NA,NA,NA,NA
677,Hitt,Kulp,WCP-2,NA,Walker Camp Prong,35.622585,-83.44252,NAD83,NA,NA,NA,NA,NA
650,Hitt,Kulp,RPR-5,NA,Road Prong,35.626675,-83.470314,NAD83,NA,NA,NA,NA,NA
584,Hitt,Kulp,KEB-1,NA,Kephart Branch,35.629791,-83.403091,NAD83,NA,NA,NA,NA,NA
649,Hitt,Kulp,RPR-2,NA,Road Prong,35.63295,-83.468102,NAD83,NA,NA,NA,NA,NA
622,Hitt,Kulp,PAL-1,NA,Palmer Creek,35.633753,-83.143965,NAD83,NA,NA,NA,NA,NA
676,Hitt,Kulp,WCP-1,NA,Walker Camp Prong,35.63427,-83.461884,NAD83,NA,NA,NA,NA,NA
648,Hitt,Kulp,RPR-1,NA,Road Prong,35.634388,-83.4701,NAD83,NA,NA,NA,NA,NA
507,Hitt,Kulp,BEC-2,NA,Beech Creek,35.635021,-83.149178,NAD83,NA,NA,NA,NA,NA
594,Hitt,Kulp,LOB-0,NA,Lost Bottoms,35.635615,-83.146698,NAD83,NA,NA,NA,NA,NA
506,Hitt,Kulp,BEC-1,NA,Beech Creek,35.635685,-83.145775,NAD83,NA,NA,NA,NA,NA
595,Hitt,Kulp,LOB-1,NA,Lost Bottoms,35.636191,-83.147266,NAD83,NA,NA,NA,NA,NA
596,Hitt,Kulp,LOB-2,NA,Lost Bottoms,35.637327,-83.147782,NAD83,NA,NA,NA,NA,NA
597,Hitt,Kulp,LOB-3,NA,Lost Bottoms,35.638373,-83.148274,NAD83,NA,NA,NA,NA,NA
632,Hitt,Kulp,PTH-1,NA,Pretty Hollow,35.656788,-83.13501,NAD83,NA,NA,NA,NA,NA
633,Hitt,Kulp,PTH-2,NA,Pretty Hollow,35.66209,-83.135162,NAD83,NA,NA,NA,NA,NA
581,Hitt,Kulp,ICC-3N,NA,Indian Camp Creek,35.737694,-83.277885,NAD83,NA,NA,NA,NA,NA
532,Hitt,Kulp,CHC-1,NA,Camel Hump Creek,35.744606,-83.198692,NAD83,NA,NA,NA,NA,NA
643,Hitt,Kulp,ROC-7,NA,Rock Creek,35.745747,-83.216179,NAD83,NA,NA,NA,NA,NA
536,Hitt,Kulp,COS-2,NA,Cosby Creek,35.746689,-83.199638,NAD83,NA,NA,NA,NA,NA
642,Hitt,Kulp,ROC-6,NA,Rock Creek,35.753349,-83.214073,NAD83,NA,NA,NA,NA,NA
641,Hitt,Kulp,ROC-5,NA,Rock Creek,35.754383,-83.214012,NAD83,NA,NA,NA,NA,NA
640,Hitt,Kulp,ROC-4,NA,Rock Creek,35.754444,-83.21375,NAD83,NA,NA,NA,NA,NA
580,Hitt,Kulp,ICC-3,NA,Indian Camp Creek,35.75568,-83.278397,NAD83,NA,NA,NA,NA,NA
579,Hitt,Kulp,ICC-2,NA,Indian Camp Creek,35.756302,-83.278053,NAD83,NA,NA,NA,NA,NA
549,Hitt,Kulp,DUN-3,NA,Dunn Creek,35.75649,-83.27979,NAD83,NA,NA,NA,NA,NA
577,Hitt,Kulp,ICC-1,NA,Indian Camp Creek,35.757156,-83.277206,NAD83,NA,NA,NA,NA,NA
639,Hitt,Kulp,ROC-3,NA,Rock Creek,35.757736,-83.212738,NAD83,NA,NA,NA,NA,NA
548,Hitt,Kulp,DUN-2,NA,Dunn Creek,35.75806,-83.27953,NAD83,NA,NA,NA,NA,NA
547,Hitt,Kulp,DUN-1,NA,Dunn Creek,35.75902,-83.2796,NAD83,NA,NA,NA,NA,NA
638,Hitt,Kulp,ROC-2,NA,Rock Creek,35.759605,-83.211716,NAD83,NA,NA,NA,NA,NA
669,Hitt,Kulp,TOM-1,NA,Toms Creek,35.760968,-83.207494,NAD83,NA,NA,NA,NA,NA
637,Hitt,Kulp,ROC-1,NA,Rock Creek,35.761002,-83.210655,NAD83,NA,NA,NA,NA,NA
535,Hitt,Kulp,COS-1,NA,Cosby Creek,35.761589,-83.209969,NAD83,NA,NA,NA,NA,NA
578,Hitt,Kulp,ICC-1N,NA,Indian Camp Creek,35.767754,-83.27224,NAD83,NA,NA,NA,NA,NA
645,Hitt,Habera,ROFO,NA,Rocky Fork,36.067509,-82.596039,NAD83,NA,NA,NA,NA,NA
647,Hitt,Habera,RPMB,NA,Right Prong Middle Branch,36.120071,-82.095627,NAD83,NA,NA,NA,NA,NA
600,Hitt,Habera,LPHC-2,NA,Left Prong Hampton Creek,36.1381,-82.044815,NAD83,NA,NA,NA,NA,NA
543,Hitt,Habera,DORI,NA,Doe River,36.1409,-82.12014,NAD83,NA,NA,NA,NA,NA
599,Hitt,Habera,LPHC-1,NA,Left Prong Hampton Creek,36.146725,-82.049027,NAD83,NA,NA,NA,NA,NA
520,Hitt,Habera,BRCR,NA,Briar Creek,36.22826,-82.388855,NAD83,NA,NA,NA,NA,NA
514,Hitt,Habera,BIBR,NA,Birch Branch,36.556274,-81.8694,NAD83,NA,NA,NA,NA,NA
563,Hitt,Habera,GECR,NA,Gentry Creek,36.559231,-81.711105,NAD83,NA,NA,NA,NA,NA
573,Hitt,Reeser,HECR,NA,Helton Creek,36.638683,-81.574051,NAD83,NA,NA,NA,NA,NA
608,Hitt,Reeser,LWCR,NA,Little Wilson Creek,36.640156,-81.469368,NAD83,NA,NA,NA,NA,NA
590,Hitt,Reeser,LEFO,NA,Lewis Fork,36.693459,-81.514984,NAD83,NA,NA,NA,NA,NA
644,Hitt,Reeser,ROFK,NA,Roaring Fork,37.05204,-81.437355,NAD83,NA,NA,NA,NA,NA
498,Hitt,Williams,3F143,NA,Sawmill Run,38.096981,-78.807671,NAD83,NA,NA,NA,NA,NA
499,Hitt,Williams,3F144,NA,Sawmill Run,38.098885,-78.804718,NAD83,NA,NA,NA,NA,NA
471,Hitt,Williams,3F046,NA,Moormans River NF,38.14193,-78.749458,NAD83,NA,NA,NA,NA,NA
475,Hitt,Williams,3F084,NA,Moormans River NF,38.147896,-78.748543,NAD83,NA,NA,NA,NA,NA
489,Hitt,Williams,3F107,NA,Meadow Run,38.158901,-78.811783,NAD83,NA,NA,NA,NA,NA
490,Hitt,Williams,3F108,NA,Meadow Run,38.160297,-78.803207,NAD83,NA,NA,NA,NA,NA
470,Hitt,Williams,3F045,NA,Moormans River NF,38.164208,-78.744179,NAD83,NA,NA,NA,NA,NA
491,Hitt,Williams,3F109,NA,Meadow Run,38.165264,-78.795914,NAD83,NA,NA,NA,NA,NA
472,Hitt,Williams,3F078,NA,Big Branch,38.165741,-78.745438,NAD83,NA,NA,NA,NA,NA
473,Hitt,Williams,3F079,NA,Big Branch,38.16647,-78.747139,NAD83,NA,NA,NA,NA,NA
474,Hitt,Williams,3F080,NA,Big Branch,38.170563,-78.754166,NAD83,NA,NA,NA,NA,NA
476,Hitt,Williams,3F085,NA,Moormans River NF,38.175201,-78.739822,NAD83,NA,NA,NA,NA,NA
469,Hitt,Williams,3F044,NA,Moormans River NF,38.182892,-78.738121,NAD83,NA,NA,NA,NA,NA
493,Hitt,Williams,3F124,NA,Paine Run,38.194737,-78.784065,NAD83,NA,NA,NA,NA,NA
494,Hitt,Williams,3F125,NA,Paine Run,38.195538,-78.778122,NAD83,NA,NA,NA,NA,NA
492,Hitt,Williams,3F123,NA,Paine Run,38.198669,-78.793381,NAD83,NA,NA,NA,NA,NA
477,Hitt,Williams,3F086,NA,Doyles River,38.222782,-78.68663,NAD83,NA,NA,NA,NA,NA
478,Hitt,Williams,3F087,NA,Doyles River,38.229595,-78.693008,NAD83,NA,NA,NA,NA,NA
465,Hitt,Williams,3F026,NA,Madison Run,38.252075,-78.748337,NAD83,NA,NA,NA,NA,NA
464,Hitt,Williams,3F025,NA,Madison Run,38.254787,-78.758583,NAD83,NA,NA,NA,NA,NA
463,Hitt,Williams,3F024,NA,Madison Run,38.258495,-78.778595,NAD83,NA,NA,NA,NA,NA
483,Hitt,Williams,3F101,NA,Big Run,38.261295,-78.702232,NAD83,NA,NA,NA,NA,NA
480,Hitt,Williams,3F098,NA,Eppert Hollow Run,38.265682,-78.699059,NAD83,NA,NA,NA,NA,NA
462,Hitt,Williams,3F023,NA,Big Run-VA,38.27216,-78.69902,NAD83,NA,NA,NA,NA,NA
459,Hitt,Williams,3F020,NA,Ivy Creek,38.277584,-78.654915,NAD83,NA,NA,NA,NA,NA
457,Hitt,Williams,3F018,NA,Ivy Creek,38.279705,-78.64064,NAD83,NA,NA,NA,NA,NA
458,Hitt,Williams,3F019,NA,Ivy Creek,38.283257,-78.653313,NAD83,NA,NA,NA,NA,NA
482,Hitt,Williams,3F100,NA,Rocky Mt Run,38.286614,-78.695198,NAD83,NA,NA,NA,NA,NA
461,Hitt,Williams,3F022,NA,Big Run-VA,38.288899,-78.697662,NAD83,NA,NA,NA,NA,NA
488,Hitt,Williams,3F106,NA,Lower Lewis Run,38.293564,-78.725716,NAD83,NA,NA,NA,NA,NA
487,Hitt,Williams,3F105,NA,Lower Lewis Run,38.2967,-78.727348,NAD83,NA,NA,NA,NA,NA
479,Hitt,Williams,3F097,NA,Big Run,38.297161,-78.699951,NAD83,NA,NA,NA,NA,NA
486,Hitt,Williams,3F104,NA,Lower Lewis Run,38.300758,-78.732773,NAD83,NA,NA,NA,NA,NA
460,Hitt,Williams,3F021,NA,Big Run-VA,38.306488,-78.703613,NAD83,NA,NA,NA,NA,NA
497,Hitt,Williams,3F128,NA,Onemile Run,38.314457,-78.671906,NAD83,NA,NA,NA,NA,NA
635,Hitt,Reeser,RDLO,NA,Ramseys Draft,38.31625,-79.35321,NAD83,NA,NA,NA,NA,NA
500,Hitt,Williams,3F263,NA,Hawsbill Creek,38.317291,-78.631401,NAD83,NA,NA,NA,NA,NA
496,Hitt,Williams,3F127,NA,Onemile Run,38.31868,-78.681175,NAD83,NA,NA,NA,NA,NA
481,Hitt,Williams,3F099,NA,Two Mile Run,38.322292,-78.659676,NAD83,NA,NA,NA,NA,NA
495,Hitt,Williams,3F126,NA,Onemile Run,38.324535,-78.686287,NAD83,NA,NA,NA,NA,NA
484,Hitt,Williams,3F102,NA,Two Mile Run,38.329491,-78.668068,NAD83,NA,NA,NA,NA,NA
636,Hitt,Reeser,RDUP,NA,Ramseys Draft,38.334232,-79.337708,NAD83,NA,NA,NA,NA,NA
485,Hitt,Williams,3F103,NA,Two Mile Run,38.334248,-78.67157,NAD83,NA,NA,NA,NA,NA
466,Hitt,Williams,3F041,NA,Swift Run,38.342186,-78.511292,NAD83,NA,NA,NA,NA,NA
467,Hitt,Williams,3F042,NA,Swift Run,38.346211,-78.519096,NAD83,NA,NA,NA,NA,NA
468,Hitt,Williams,3F043,NA,Swift Run,38.348858,-78.533493,NAD83,NA,NA,NA,NA,NA
448,Hitt,Williams,2F247,NA,Lee Run,38.377049,-78.571945,NAD83,NA,NA,NA,NA,NA
406,Hitt,Williams,2F069,NA,South River,38.378079,-78.494988,NAD83,NA,NA,NA,NA,NA
390,Hitt,Williams,2F047,NA,Pocosin Hollow Run,38.406616,-78.457871,NAD83,NA,NA,NA,NA,NA
391,Hitt,Williams,2F048,NA,Pocosin Hollow Run,38.412197,-78.469063,NAD83,NA,NA,NA,NA,NA
445,Hitt,Williams,2F240,NA,Crow Hollow,38.422501,-78.521588,NAD83,NA,NA,NA,NA,NA
450,Hitt,Williams,2F251,NA,Naked Creek SB,38.429667,-78.537947,NAD83,NA,NA,NA,NA,NA
454,Hitt,Williams,2FVA10,NA,Conway River,38.43249,-78.433939,NAD83,NA,NA,NA,NA,NA
441,Hitt,Williams,2F142,NA,Whiteoak Canyon Run,38.435414,-78.467585,NAD83,NA,NA,NA,NA,NA
446,Hitt,Williams,2F242,NA,Devil s Ditch,38.435437,-78.468002,NAD83,NA,NA,NA,NA,NA
418,Hitt,Williams,2F093,NA,Rapidan River,38.441162,-78.36792,NAD83,NA,NA,NA,NA,NA
408,Hitt,Williams,2F072,NA,Staunton River,38.444897,-78.371658,NAD83,NA,NA,NA,NA,NA
409,Hitt,Williams,2F072_1,NA,Staunton River,38.445006,-78.371214,NAD83,NA,NA,NA,NA,NA
436,Hitt,Williams,2F134,NA,Rapidan River,38.447739,-78.365189,NAD83,NA,NA,NA,NA,NA
410,Hitt,Williams,2F073,NA,Staunton River,38.450577,-78.37944,NAD83,NA,NA,NA,NA,NA
442,Hitt,Williams,2F222,NA,Bush Mountain Stream,38.450672,-78.445779,NAD83,NA,NA,NA,NA,NA
417,Hitt,Williams,2F092,NA,Rapidan River,38.453423,-78.368324,NAD83,NA,NA,NA,NA,NA
411,Hitt,Williams,2F074,NA,Staunton River,38.456242,-78.380447,NAD83,NA,NA,NA,NA,NA
412,Hitt,Williams,2F075,NA,Staunton River,38.458592,-78.398712,NAD83,NA,NA,NA,NA,NA
453,Hitt,Williams,2F255,NA,Conway River,38.459003,-78.443176,NAD83,NA,NA,NA,NA,NA
413,Hitt,Williams,2F076,NA,Staunton River,38.462627,-78.409905,NAD83,NA,NA,NA,NA,NA
437,Hitt,Williams,2F135,NA,Rapidan River,38.46336,-78.367416,NAD83,NA,NA,NA,NA,NA
443,Hitt,Williams,2F238,NA,Big Creek,38.46476,-78.500497,NAD83,NA,NA,NA,NA,NA
416,Hitt,Williams,2F091,NA,Rapidan River,38.46695,-78.382866,NAD83,NA,NA,NA,NA,NA
455,Hitt,Williams,2FVA4,NA,Rapidan River,38.471001,-78.382759,NAD83,NA,NA,NA,NA,NA
592,Hitt,Petty,LIOR,NA,Little Odey Run,38.477123,-79.916924,NAD83,NA,NA,NA,NA,NA
380,Hitt,Williams,2F029,NA,Naked Creek,38.477791,-78.481567,NAD83,NA,NA,NA,NA,NA
433,Hitt,Williams,2F129,NA,Naked Creek EB,38.47995,-78.475014,NAD83,NA,NA,NA,NA,NA
426,Hitt,Williams,2F113_1,NA,Naked Creek WB,38.48609,-78.50136,NAD83,NA,NA,NA,NA,NA
456,Hitt,Williams,2FVA5,NA,Rapidan River,38.487206,-78.406448,NAD83,NA,NA,NA,NA,NA
425,Hitt,Williams,2F113,NA,Naked Creek WB,38.487553,-78.498291,NAD83,NA,NA,NA,NA,NA
434,Hitt,Williams,2F130,NA,Naked Creek EB,38.488644,-78.466133,NAD83,NA,NA,NA,NA,NA
438,Hitt,Williams,2F136,NA,Rapidan River,38.490452,-78.418221,NAD83,NA,NA,NA,NA,NA
447,Hitt,Williams,2F245,NA,Harris Cove,38.494881,-78.516289,NAD83,NA,NA,NA,NA,NA
427,Hitt,Williams,2F114,NA,Naked Creek WB,38.496292,-78.499825,NAD83,NA,NA,NA,NA,NA
428,Hitt,Williams,2F115,NA,Naked Creek WB,38.50058,-78.489243,NAD83,NA,NA,NA,NA,NA
432,Hitt,Williams,2F122,NA,Fultz Run,38.501251,-78.55941,NAD83,NA,NA,NA,NA,NA
564,Hitt,Reeser,GRLO,NA,Gum Run,38.50948,-79.066101,NAD83,NA,NA,NA,NA,NA
378,Hitt,Williams,2F016,NA,Rose River,38.511337,-78.384499,NAD83,NA,NA,NA,NA,NA
377,Hitt,Williams,2F015,NA,Rose River,38.515408,-78.366425,NAD83,NA,NA,NA,NA,NA
566,Hitt,Reeser,GRUP,NA,Gum Run,38.520405,-79.087013,NAD83,NA,NA,NA,NA,NA
397,Hitt,Williams,2F055,NA,Hogcamp Branch,38.522873,-78.420143,NAD83,NA,NA,NA,NA,NA
449,Hitt,Williams,2F250,NA,Lewis Spring Falls,38.523208,-78.458675,NAD83,NA,NA,NA,NA,NA
379,Hitt,Williams,2F017,NA,Rose River,38.525082,-78.405914,NAD83,NA,NA,NA,NA,NA
396,Hitt,Williams,2F054,NA,Hogcamp Branch,38.526409,-78.409737,NAD83,NA,NA,NA,NA,NA
398,Hitt,Williams,2F059,NA,Ragged Run,38.532753,-78.298348,NAD83,NA,NA,NA,NA,NA
400,Hitt,Williams,2F062,NA,Cedar Run,38.536884,-78.358925,NAD83,NA,NA,NA,NA,NA
399,Hitt,Williams,2F060,NA,Ragged Run,38.537468,-78.305489,NAD83,NA,NA,NA,NA,NA
374,Hitt,Williams,2F009,NA,Whiteoak Canyon Run,38.54044,-78.349388,NAD83,NA,NA,NA,NA,NA
403,Hitt,Williams,2F065,NA,Cedar Run,38.54063,-78.365433,NAD83,NA,NA,NA,NA,NA
424,Hitt,Williams,2F112,NA,Little Hawksbill Creek,38.543461,-78.425957,NAD83,NA,NA,NA,NA,NA
402,Hitt,Williams,2F064,NA,Cedar Run,38.543713,-78.371338,NAD83,NA,NA,NA,NA,NA
375,Hitt,Williams,2F010,NA,Whiteoak Canyon Run,38.545456,-78.351936,NAD83,NA,NA,NA,NA,NA
423,Hitt,Williams,2F111,NA,Little Hawksbill Creek,38.545754,-78.428413,NAD83,NA,NA,NA,NA,NA
376,Hitt,Williams,2F011,NA,Whiteoak Canyon Run,38.548187,-78.353409,NAD83,NA,NA,NA,NA,NA
422,Hitt,Williams,2F110,NA,Little Hawksbill Creek,38.548779,-78.431953,NAD83,NA,NA,NA,NA,NA
444,Hitt,Williams,2F239,NA,Big Fill Hollow,38.555265,-78.427328,NAD83,NA,NA,NA,NA,NA
401,Hitt,Williams,2F063,NA,Cedar Run,38.566357,-78.395374,NAD83,NA,NA,NA,NA,NA
431,Hitt,Williams,2F121,NA,East Hawksbill Creek,38.566357,-78.395374,NAD83,NA,NA,NA,NA,NA
383,Hitt,Williams,2F034,NA,Brokenback Run,38.567417,-78.317024,NAD83,NA,NA,NA,NA,NA
430,Hitt,Williams,2F120,NA,East Hawksbill Creek,38.569898,-78.397782,NAD83,NA,NA,NA,NA,NA
451,Hitt,Williams,2F252,NA,Brokenback Run,38.570496,-78.304199,NAD83,NA,NA,NA,NA,NA
381,Hitt,Williams,2F032,NA,Brokenback Run,38.571072,-78.300156,NAD83,NA,NA,NA,NA,NA
382,Hitt,Williams,2F033,NA,Brokenback Run,38.571148,-78.306679,NAD83,NA,NA,NA,NA,NA
429,Hitt,Williams,2F119,NA,East Hawksbill Creek,38.574451,-78.403839,NAD83,NA,NA,NA,NA,NA
452,Hitt,Williams,2F253,NA,Whiteoak Canyon Run,38.577169,-78.371573,NAD83,NA,NA,NA,NA,NA
387,Hitt,Williams,2F038,NA,Hughes River,38.577385,-78.299622,NAD83,NA,NA,NA,NA,NA
388,Hitt,Williams,2F039,NA,Hughes River,38.587368,-78.313026,NAD83,NA,NA,NA,NA,NA
389,Hitt,Williams,2F040,NA,Hughes River,38.591686,-78.31675,NAD83,NA,NA,NA,NA,NA
392,Hitt,Williams,2F049,NA,Hannah Run,38.591713,-78.315613,NAD83,NA,NA,NA,NA,NA
404,Hitt,Williams,2F067,NA,Broad Hollow Run,38.594345,-78.27433,NAD83,NA,NA,NA,NA,NA
393,Hitt,Williams,2F050,NA,Hannah Run,38.5952,-78.316269,NAD83,NA,NA,NA,NA,NA
405,Hitt,Williams,2F068,NA,Broad Hollow Run,38.596184,-78.277657,NAD83,NA,NA,NA,NA,NA
407,Hitt,Williams,2F071,NA,Hazel River,38.615448,-78.261604,NAD83,NA,NA,NA,NA,NA
440,Hitt,Williams,2F140,NA,Dry Run SF,38.615948,-78.379395,NAD83,NA,NA,NA,NA,NA
414,Hitt,Williams,2F089,NA,Hazel River,38.625134,-78.268295,NAD83,NA,NA,NA,NA,NA
439,Hitt,Williams,2F139,NA,Hazel River,38.625958,-78.294647,NAD83,NA,NA,NA,NA,NA
415,Hitt,Williams,2F090,NA,Hazel River,38.630646,-78.294251,NAD83,NA,NA,NA,NA,NA
394,Hitt,Williams,2F052,NA,Hazel River,38.63081,-78.27269,NAD83,NA,NA,NA,NA,NA
435,Hitt,Williams,2F131,NA,Dry Run NF,38.632904,-78.358017,NAD83,NA,NA,NA,NA,NA
395,Hitt,Williams,2F053,NA,Hazel River,38.634148,-78.284332,NAD83,NA,NA,NA,NA,NA
421,Hitt,Williams,2F096,NA,Pass Run,38.651249,-78.35228,NAD83,NA,NA,NA,NA,NA
384,Hitt,Williams,2F035,NA,Thornton River SF,38.653763,-78.273354,NAD83,NA,NA,NA,NA,NA
420,Hitt,Williams,2F095,NA,Pass Run,38.654202,-78.357979,NAD83,NA,NA,NA,NA,NA
